,Asset ID,Asset Name,Country,Latitude,Longitude,aez_v9v2_CRUTS32_Hist_8110_100_avg,lgd_ENSEMBLE_rcp4p5_2050s,aez_v9v2_ENSEMBLE_rcp4p5_2050s,tmpCRUTS32_0010,tmp_ENSEMBLE_rcp4p5_2050s,lgd_CRUTS32_Hist_0010,all_2010_prod
58040,137321,Global Branch Key 137321,Italy,46.07102,13.23462,56.0,352.0,56.0,12.799999237060547,14.670000076293945,285.0,2617.689697265625
188436,44060,Proyecto Eólico Yerga,Spain,42.15154,-1.96379,50.0,229.0,50.0,12.519999504089355,14.105999946594238,195.0,456.974853515625
18348,3275232,Business Address,United Kingdom,51.520301,-0.101986,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
167373,253289,Jenasen,Sweden,62.72855,16.97536,50.0,176.0,50.0,2.309999942779541,4.977999687194824,153.0,
193078,604312,Global Branch Key 604312,Cyprus,34.88878,32.86476,22.0,187.0,22.0,15.809999465942383,16.95599937438965,194.0,263.6765441894531
21165,119804,Global Branch Key 119804,Italy,43.30675,10.51979,56.0,285.0,56.0,15.50999927520752,17.214000701904297,285.0,5357.771484375
113644,105837,Trezzo,Italy,45.612256,9.521247,35.0,345.0,23.0,13.329999923706055,14.986000061035156,288.0,3734.9755859375
171833,65064,Global Branch Key 65064,France,48.9057,4.00426,56.0,302.0,56.0,11.149999618530273,12.89799976348877,260.0,4209.7900390625
108319,623711,Global Branch Key 623711,Italy,43.86182,11.10903,56.0,309.0,56.0,14.019999504089355,15.794000625610352,284.0,1233.3172607421875
180803,734938,Global Branch Key 734938,Portugal,40.91754,-8.4279,24.0,271.0,24.0,15.039999961853027,16.60799789428711,278.0,1454.53515625
129660,51010829,"Retail - United Kingdom (50.8155777 , -0.3514189)",United Kingdom,50.8155777,-0.3514189,,323.0,,11.199999809265137,12.761999130249023,350.0,
144176,114309,Global Branch Key 114309,Italy,41.76599,12.61709,22.0,269.0,22.0,16.06999969482422,17.805999755859375,271.0,2070.41455078125
51885,137726,Global Branch Key 137726,Poland,50.11683,18.99138,56.0,247.0,56.0,8.519999504089355,11.251999855041504,229.0,591.3978271484375
122043,4984278,CPH Chemie + Papier Holding AG,Switzerland,47.111545,8.366707,41.0,309.0,29.0,10.399999618530273,12.07800006866455,259.0,2756.803955078125
111313,132715,Global Branch Key 132715,Italy,43.52408,11.56871,28.0,302.0,24.0,13.639999389648438,15.452000617980957,289.0,2762.476806640625
165060,227941,Global Branch Key 227941,Italy,42.89871,13.85281,51.0,291.0,51.0,14.539999961853027,16.35999870300293,314.0,6883.39501953125
169864,10007284,Patio Plaza,Switzerland,46.2196,6.1043,56.0,336.0,56.0,11.559999465942383,13.253999710083008,273.0,587.0161743164062
113559,10342,FRITTA SLU,Spain,39.95459,-0.20156,51.0,191.0,51.0,17.600000381469727,18.916000366210938,238.0,8266.2958984375
169909,10211199,Frithiof 6,Sweden,60.48407,15.43465,56.0,200.0,56.0,4.699999809265137,7.418000221252441,176.0,560.0462036132812
70349,142719,Global Branch Key 142719,Spain,40.10453,-3.697741,56.0,183.0,56.0,15.210000038146973,16.979999542236328,210.0,4853.88134765625
197286,56503,Global Branch Key 56503,France,48.81122,-0.498373,41.0,333.0,41.0,10.739999771118164,12.342000007629395,285.0,1125.0970458984375
114660,239484,Global Branch Key 239484,Greece,37.89231,23.7538,56.0,169.0,56.0,17.029998779296875,18.60799789428711,200.0,1192.3206787109375
139215,52046960,"Retail - United Kingdom (51.55646887 , -0.393839033)",United Kingdom,51.55646887,-0.393839033,56.0,314.0,56.0,10.679999351501465,12.218000411987305,275.0,
201822,49964639,"Retail - Germany (48.77653 , 9.176107)",Germany,48.77653,9.176107,56.0,283.0,56.0,10.59999942779541,12.473999977111816,259.0,957.0733032226562
176076,131225,Ringlaan 11,Belgium,50.84734,3.26532,56.0,326.0,56.0,10.889999389648438,12.317998886108398,279.0,4217.6787109375
131635,4274391,Akzo Nobel N.V.,Netherlands,52.339925,4.878168,56.0,329.0,56.0,10.479999542236328,11.875999450683594,274.0,
137353,63638,Global Branch Key 63638,France,43.38752,-1.661555,23.0,356.0,23.0,14.399999618530273,15.857999801635742,365.0,1419.5283203125
17232,51388,Global Branch Key 51388,Spain,39.52791,-0.349817,51.0,195.0,51.0,18.670000076293945,19.993999481201172,234.0,7549.16796875
199916,101140,Global Branch Key 101140,Croatia,45.32602,14.44468,56.0,356.0,56.0,13.309999465942383,15.101999282836914,292.0,
13094,56384989,"Retail - United Kingdom (55.92585673 , -3.307751224)",United Kingdom,55.92585673,-3.307751224,56.0,343.0,56.0,9.429999351501465,10.643999099731445,269.0,682.8792114257812
49357,64783,Global Branch Key 64783,France,48.59107,0.65098,39.0,293.0,41.0,10.519999504089355,12.149999618530273,257.0,473.5638122558594
73732,140195,Global Branch Key 140195,United Kingdom,51.74576,-3.37904,56.0,351.0,56.0,9.489999771118164,11.013999938964844,269.0,222.97467041015625
111616,115336,Global Branch Key 115336,Italy,38.48959,16.08051,51.0,239.0,51.0,18.690000534057617,20.104000091552734,257.0,11399.783203125
166627,41374,Proyecto Vapor Cener II (Huelva),Spain,37.30797,-6.85883,22.0,176.0,14.0,19.049999237060547,20.486000061035156,229.0,3352.080810546875
104560,55112068,"Retail - United Kingdom (54.7881387 , -1.3254961)",United Kingdom,54.7881387,-1.3254961,41.0,359.0,41.0,9.9399995803833,11.171998977661133,286.0,
140694,121717,Global Branch Key 121717,Germany,51.32187,6.539102,56.0,326.0,56.0,10.969999313354492,12.75,274.0,4264.9609375
63971,139611,Global Branch Key 139611,France,48.70175,6.212301,56.0,290.0,56.0,10.65999984741211,12.229999542236328,259.0,921.38671875
75556,10207105,Mätarvägen 43,Sweden,59.50823,17.72748,40.0,207.0,40.0,6.670000076293945,9.406000137329102,194.0,287.1402282714844
167322,1194789,Giovanna,Italy,42.77051,14.46685,,,,,,,
81515,3231767,Business Address,Germany,50.115729,8.670443,56.0,272.0,56.0,10.550000190734863,12.345999717712402,261.0,1045.3997802734375
17350,39902,Global Branch Key 39902,Belgium,50.82804,4.373271,56.0,325.0,56.0,10.609999656677246,12.272000312805176,272.0,417.5438232421875
58698,32374,Global Branch Key 32374,France,48.88605,2.154788,56.0,307.0,56.0,12.269999504089355,13.920000076293945,293.0,11.428021430969238
91366,10128510,A2-San Fernando II,Spain,40.44122,-3.50407,22.0,207.0,22.0,15.119999885559082,16.873998641967773,217.0,1416.1961669921875
92735,231582,Global Branch Key 231582,Italy,41.37445,16.15047,51.0,226.0,51.0,16.869998931884766,18.555999755859375,249.0,4573.267578125
51946,113449,Global Branch Key 113449,Italy,43.95876,10.16967,56.0,299.0,56.0,14.449999809265137,16.118000030517578,286.0,1924.69482421875
119704,13182,Holyhead Aluminium Smelter,United Kingdom,53.2975,-4.60486,56.0,361.0,56.0,10.25,11.733999252319336,365.0,368.0070495605469
61786,70840,Global Branch Key 70840,Romania,44.50664,26.21919,31.0,197.0,33.0,11.989999771118164,13.894000053405762,213.0,2056.00439453125
68775,6269725,Belden France SAS,France,45.768792,4.837176,50.0,320.0,50.0,12.25999927520752,14.24799919128418,278.0,289.3947448730469
65225,323644,Global Branch Key 323644,Austria,48.12278,14.87878,56.0,263.0,56.0,10.219999313354492,12.257999420166016,249.0,3299.3916015625
22184,43732,Frozen Fish International GmbH,Germany,53.50986,8.59196,56.0,295.0,56.0,9.84999942779541,11.550000190734863,253.0,547.0404052734375
113506,190640,Sita Tees Valley,United Kingdom,54.5971,-1.25755,50.0,359.0,50.0,10.069999694824219,11.302000045776367,290.0,2312.896240234375
73488,141762,Global Branch Key 141762,Spain,40.39765,-3.668003,56.0,203.0,56.0,15.119999885559082,16.873998641967773,215.0,425.8839111328125
51172,53338135,"Retail - United Kingdom (53.328493 , -2.698145)",United Kingdom,53.328493,-2.698145,56.0,355.0,56.0,9.949999809265137,11.317998886108398,279.0,2258.5146484375
192160,9672,"GKN DRIVELINE LEGAZPI, S.A. (GKN DRIVELINE LEGAZPI S.A.)",Spain,43.05967,-2.331591,30.0,350.0,24.0,12.929999351501465,14.379999160766602,350.0,2.499549150466919
190281,11898,Global Branch Key 11898,Spain,40.42706,-3.683599,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
121428,31484,Global Branch Key 31484,France,45.19065,5.730575,56.0,358.0,56.0,14.15999984741211,15.871999740600586,365.0,567.1729125976562
203954,7050912,Lantmännen Cerealia Ab,Sweden,59.338769,18.013611,56.0,206.0,56.0,6.960000038146973,9.615999221801758,198.0,1.065466046333313
67281,86029,Global Branch Key 86029,France,48.58394,7.737499,56.0,312.0,56.0,11.5,13.151998519897461,273.0,2704.800048828125
163626,10115768,Lyonerstrasse,Germany,50.08151,8.62329,56.0,276.0,56.0,10.6899995803833,12.465999603271484,262.0,79.311767578125
172768,58779,Windpark Verlaine,Belgium,50.59858,5.3,41.0,309.0,41.0,10.489999771118164,12.08799934387207,267.0,7051.5244140625
86580,215579,Global Branch Key 215579,Sweden,58.07427,11.82264,56.0,264.0,56.0,8.010000228881836,10.496000289916992,219.0,
40487,4403772,Business Address,Denmark,55.87139,12.49382,56.0,234.0,56.0,8.489999771118164,10.763999938964844,228.0,1566.877197265625
27941,28454,Peterborough CCGT Power Station,United Kingdom,52.57681,-0.20458,39.0,315.0,41.0,10.429999351501465,11.815999984741211,280.0,4866.11572265625
156423,84760,Global Branch Key 84760,Switzerland,47.45064,9.046583,56.0,280.0,56.0,10.039999961853027,11.967999458312988,251.0,3352.410400390625
66590,351352,Katerma,Finland,64.09632,28.97386,48.0,187.0,42.0,2.869999885559082,5.943999767303467,162.0,24.90990447998047
46176,152772,Global Branch Key 152772,Portugal,41.80424,-8.415032,24.0,281.0,24.0,13.710000038146973,15.105999946594238,275.0,1651.8463134765625
83569,1600,Global Branch Key 1600,Austria,47.23706,9.598763,56.0,262.0,56.0,8.84999942779541,10.913999557495117,236.0,187.1619415283203
21409,4082585,Business Address,United Kingdom,51.520382,-0.083519,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
102690,56607,Global Branch Key 56607,France,43.37087,5.639445,56.0,258.0,56.0,14.710000038146973,16.20199966430664,256.0,1949.6617431640625
84216,858940,Global Branch Key 858940,United Kingdom,53.4826,-2.2412,56.0,363.0,56.0,10.25,11.58799934387207,283.0,
49080,8360,Global Branch Key 8360,France,44.65685,4.762223,33.0,297.0,23.0,13.5,15.343999862670898,267.0,4134.21728515625
61618,466642,Global Branch Key 466642,France,48.63522,7.740897,39.0,312.0,35.0,11.5,13.151998519897461,273.0,2704.800048828125
134804,4115725,Rathbone Investment Mgmt Ltd.,United Kingdom,53.404313,-2.994865,50.0,360.0,50.0,9.84000015258789,11.246000289916992,277.0,
62741,39772,Centrale à vapeur de Bouchain,France,50.29729,3.31493,50.0,307.0,50.0,11.039999961853027,12.538000106811523,278.0,3380.95751953125
17736,144349,Global Branch Key 144349,France,43.29505,-0.368962,56.0,339.0,56.0,13.979999542236328,15.491999626159668,346.0,1262.9793701171875
131493,707853,Global Branch Key 707853,Spain,40.4549,-3.69412,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
141,126402,Units 46 A & 47 Lydney Industrial Estate,United Kingdom,51.7129,-2.51523,,340.0,,10.550000190734863,12.053998947143555,288.0,
154838,107799,Rotterdam (Air Products),Netherlands,51.879645,4.259431,56.0,339.0,56.0,10.800000190734863,12.181999206542969,282.0,1110.5882568359375
58180,119555,Global Branch Key 119555,Italy,45.39211,10.4905,56.0,312.0,56.0,12.960000038146973,14.78600025177002,264.0,11417.7705078125
29622,96944,Global Branch Key 96944,Sweden,59.34104,18.09086,56.0,207.0,56.0,7.019999980926514,9.656000137329102,199.0,
96194,47814,Global Branch Key 47814,Spain,41.18789,1.57077,,241.0,,16.989999771118164,18.453998565673828,247.0,2321.4365234375
123935,1455,Global Branch Key 1455,Germany,48.68444,9.01368,56.0,256.0,56.0,9.59000015258789,11.455999374389648,246.0,201.54214477539062
11314,62160,Global Branch Key 62160,France,49.01401,1.38065,40.0,305.0,42.0,11.529999732971191,13.173998832702637,286.0,2774.546630859375
35971,539948,Global Branch Key 539948,Italy,45.24358,11.08604,51.0,290.0,51.0,13.299999237060547,15.14799976348877,235.0,11910.9248046875
208037,348469,Forss,United Kingdom,58.60284,-3.68855,41.0,324.0,41.0,8.6899995803833,9.605999946594238,268.0,
189121,19031,Masonite Ireland,Ireland,53.9153179,-7.985059903,42.0,365.0,42.0,9.639999389648438,10.955999374389648,295.0,310.3421325683594
36142,28572,Global Branch Key 28572,Spain,40.43222,-3.656185,56.0,216.0,56.0,14.609999656677246,16.36400032043457,218.0,63.829986572265625
34117,4181791,Business Address,United Kingdom,55.954115,-3.199076,56.0,343.0,56.0,9.420000076293945,10.62399959564209,269.0,14.779996871948242
82281,176189,Moor St,United Kingdom,52.48,-2.13101,56.0,325.0,56.0,9.84000015258789,11.277999877929688,273.0,927.0910034179688
18566,10180407,Paris-Giverny Designer Outlet,France,49.0778,1.44334,40.0,305.0,42.0,11.5,13.142000198364258,284.0,3133.427490234375
204688,2314,Clariant - Zentrale Abwasserbehandlung Werk Griesheim,Germany,50.090587,8.587294,56.0,274.0,56.0,10.699999809265137,12.486000061035156,262.0,856.5089111328125
32428,211518,Global Branch Key 211518,Spain,40.03386,-6.088172,56.0,251.0,56.0,15.670000076293945,17.49799919128418,257.0,2653.76220703125
131852,3064812,Business Address,Spain,40.446906,-3.658046,56.0,216.0,56.0,14.609999656677246,16.36400032043457,218.0,63.829986572265625
76814,191937,Global Branch Key 191937,Greece,37.63462,22.72844,56.0,198.0,56.0,16.329999923706055,17.860000610351562,213.0,5555.603515625
33177,612950,Global Branch Key 612950,Spain,42.82501,-8.54357,24.0,288.0,24.0,14.609999656677246,15.666000366210938,315.0,1271.453369140625
173860,55294450,"Retail - United Kingdom (54.8196833 , -1.6284129)",United Kingdom,54.8196833,-1.6284129,56.0,338.0,56.0,9.389999389648438,10.619999885559082,270.0,2116.388916015625
206873,827150,Global Branch Key 827150,Switzerland,47.55034,7.59026,56.0,324.0,56.0,11.229999542236328,12.871999740600586,269.0,688.4954223632812
104468,51084009,"Retail - United Kingdom (51.4164327 , -0.1792222)",United Kingdom,51.4164327,-0.1792222,56.0,314.0,56.0,10.59000015258789,12.149999618530273,275.0,
159440,63019,Global Branch Key 63019,France,49.25199,6.094792,56.0,304.0,56.0,11.229999542236328,12.723999977111816,263.0,934.4055786132812
187419,267059,Global Branch Key 267059,Belgium,51.18501,3.56442,56.0,337.0,56.0,11.09999942779541,12.511999130249023,283.0,5531.84326171875
171314,135923,Global Branch Key 135923,Austria,48.41033,15.59793,56.0,247.0,56.0,10.59000015258789,12.705999374389648,252.0,2298.26025390625
170948,141297,Global Branch Key 141297,Spain,40.07258,-2.13641,56.0,229.0,56.0,13.109999656677246,14.7839994430542,200.0,1350.9688720703125
163670,137513,Paris Enghien,France,48.87201,2.35153,56.0,307.0,56.0,12.50999927520752,14.139999389648438,301.0,
123150,74788,Lohja,Finland,60.254063,24.055099,56.0,197.0,56.0,5.230000019073486,8.15999984741211,183.0,240.5873565673828
179068,52342,Centrale à cycle combiné de Vazzio,France,41.93219,8.78209,56.0,269.0,56.0,16.10999870300293,17.503999710083008,273.0,3664.307861328125
84374,181457,Global Branch Key 181457,Italy,44.79702,7.989849,33.0,310.0,23.0,13.59999942779541,15.184000015258789,262.0,2373.037841796875
106088,268356,Global Branch Key 268356,France,47.24589,6.009395,56.0,300.0,56.0,10.469999313354492,12.22599983215332,260.0,1237.9205322265625
34565,10125166,Castellana 278,Spain,40.47565,-3.68578,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
31652,299876,EW_EA-20008,United Kingdom,54.0706,-1.08864,52.0,335.0,52.0,9.789999961853027,11.02400016784668,273.0,4090.8984375
77005,1550,Global Branch Key 1550,Denmark,57.58975,9.957747,42.0,212.0,40.0,8.170000076293945,9.845999717712402,222.0,
180694,132590,Global Branch Key 132590,Italy,45.53267,9.402599,56.0,347.0,56.0,13.639999389648438,15.267999649047852,286.0,6022.052734375
11147,879276,Global Branch Key 879276,Italy,45.74755,8.906037,56.0,333.0,56.0,12.619999885559082,14.195999145507812,280.0,1130.836181640625
162691,731360,Global Branch Key 731360,Italy,44.16896,9.88591,56.0,322.0,56.0,13.219999313354492,14.878000259399414,256.0,823.7364501953125
68126,56175,Global Branch Key 56175,France,43.30508,3.481859,56.0,248.0,56.0,15.15999984741211,16.941999435424805,265.0,2432.8134765625
208472,84092,Global Branch Key 84092,France,48.86892,2.342365,56.0,307.0,56.0,12.50999927520752,14.139999389648438,301.0,
197391,591355,Global Branch Key 591355,Poland,51.33677,16.63995,56.0,245.0,56.0,9.899999618530273,12.073999404907227,234.0,1560.71923828125
41973,13223,Global Branch Key 13223,France,43.56846,7.016118,56.0,293.0,56.0,15.989999771118164,17.54400062561035,290.0,
204305,36910,Wasserkraftwerk Tannheim,Germany,48.00802,10.1186,42.0,262.0,30.0,9.420000076293945,11.323999404907227,242.0,3511.38330078125
152115,150040,Global Branch Key 150040,Germany,53.04874,8.74503,40.0,297.0,42.0,10.010000228881836,11.719999313354492,256.0,2937.881591796875
157654,18168,Dow AgroSciences,France,48.76,7.94,41.0,321.0,35.0,11.630000114440918,13.319999694824219,274.0,2902.28369140625
195234,31534,Cambridge Stw,United Kingdom,52.2321,0.170841,39.0,314.0,41.0,10.639999389648438,12.059999465942383,266.0,3730.23291015625
16931,96686,Global Branch Key 96686,Sweden,57.70804,11.93961,42.0,264.0,42.0,7.989999771118164,10.482000350952148,219.0,
195630,5116355,"Retail - United Kingdom (50.8729308 , -1.2668214)",United Kingdom,50.8729308,-1.2668214,56.0,313.0,56.0,11.050000190734863,12.531999588012695,348.0,1285.6708984375
189085,31269,"Sun Valley Foods Ltd, Hereford Poultry Slaughterhouse and Processing",United Kingdom,52.06476,-2.729621,56.0,347.0,56.0,10.149999618530273,11.653999328613281,279.0,3524.317626953125
63026,10100884,Ibis Styles-Paris Bercy,France,48.83835,2.38112,56.0,307.0,56.0,12.50999927520752,14.139999389648438,301.0,
131554,673416,Global Branch Key 673416,Spain,36.73165,-2.8863,,132.0,,19.829999923706055,21.687999725341797,205.0,
21306,7006487,Sustainalytics B.V.,Netherlands,52.311828,4.939566,56.0,329.0,56.0,10.489999771118164,11.906000137329102,274.0,636.0018920898438
195455,10408,MARAZZI IBERIA,Spain,39.97447,-0.063767,51.0,188.0,51.0,18.239999771118164,19.559999465942383,237.0,7374.42529296875
76460,5314691,"Retail - United Kingdom (52.5269475 , -1.4665803)",United Kingdom,52.5269475,-1.4665803,56.0,334.0,56.0,10.179999351501465,11.579999923706055,277.0,2814.364013671875
182419,110887,La Gavia,Spain,40.36843,-3.59789,56.0,201.0,56.0,15.0,16.753999710083008,215.0,651.9364013671875
60447,347786,Hameenkyro,Finland,61.668197,23.188316,56.0,203.0,56.0,4.819999694824219,8.067999839782715,177.0,177.97329711914062
149970,59357,Global Branch Key 59357,France,49.35724,1.007989,56.0,317.0,56.0,11.65999984741211,13.305999755859375,335.0,275.2615661621094
193474,18914,Global Branch Key 18914,Poland,51.78388,21.18639,56.0,229.0,56.0,8.679999351501465,11.145999908447266,213.0,1735.464599609375
15962,89759,Rozadio,Spain,43.222622,-4.386214,50.0,329.0,50.0,11.84999942779541,13.336000442504883,334.0,80.34603118896484
195414,284669,EDAR ALBACETE,Spain,39.01,-1.83,51.0,172.0,51.0,15.069999694824219,16.753999710083008,209.0,3970.2607421875
128758,31027,Pumpspeicherkraftwerk Forbach,Germany,48.66828,8.3508,50.0,257.0,50.0,9.489999771118164,11.265999794006348,246.0,692.61181640625
100175,4414480,Carrefour SA,France,48.72341,2.265602,56.0,301.0,56.0,12.460000038146973,14.092000007629395,295.0,1418.649169921875
65691,2992356,Business Address,Germany,51.241877,6.73535,56.0,327.0,56.0,11.039999961853027,12.836000442504883,274.0,1553.5211181640625
18219,6533,Zaventem 2,Belgium,50.8710658,4.4763205,41.0,326.0,41.0,10.84000015258789,12.489999771118164,275.0,1018.13232421875
63581,45164515,"Retail - France (44.83968715 , -0.5831909)",France,44.83968715,-0.5831909,56.0,299.0,56.0,14.130000114440918,15.545999526977539,311.0,575.0368041992188
8080,878601,Global Branch Key 878601,Bulgaria,42.15172,24.74463,56.0,214.0,56.0,13.199999809265137,15.031999588012695,213.0,2224.384765625
141169,6400311,Ashland-Avébène S.A.S.,France,49.146436,1.41081,41.0,308.0,41.0,11.50999927520752,13.152000427246094,285.0,2519.28271484375
66574,206343,Champagne-sur-Oise,France,49.13705,2.259249,39.0,308.0,29.0,12.239999771118164,13.865999221801758,301.0,1657.145751953125
129037,10200331,Mall Moldova-Phase II,Romania,47.16865,27.51639,39.0,205.0,33.0,10.569999694824219,12.730000495910645,217.0,917.4276123046875
2914,10163961,54 Hagley Road,United Kingdom,52.47175,-1.92432,56.0,322.0,56.0,9.670000076293945,11.11400032043457,268.0,
128141,259063,Global Branch Key 259063,France,47.29117,0.02083,51.0,275.0,51.0,12.300000190734863,14.015998840332031,278.0,4359.17431640625
13178,55190636,"Retail - United Kingdom (54.9042445 , -1.3866235)",United Kingdom,54.9042445,-1.3866235,56.0,355.0,56.0,9.789999961853027,11.025999069213867,281.0,1333.197265625
141113,4909976,Bourrelier Group SA,France,48.826971,2.528254,56.0,306.0,56.0,12.34000015258789,13.955999374389648,270.0,557.8360595703125
4703,251857,Global Branch Key 251857,United Kingdom,53.41183,-2.160729,56.0,357.0,56.0,10.050000190734863,11.379999160766602,278.0,259.2420349121094
39780,624539,Global Branch Key 624539,Switzerland,46.98035,9.651435,42.0,217.0,30.0,6.509999752044678,8.491999626159668,204.0,171.59727478027344
155682,126735,Global Branch Key 126735,United Kingdom,53.42557,-2.324843,56.0,363.0,56.0,10.34999942779541,11.684000015258789,286.0,
